serial_no,candidate_or_party,election_name,declaration_id,transaction_date,category,donor_or_recipient,id_number,income_amount,expenditure_amount,donation_method,deposit_date,returned_or_paid_to_treasury,purpose,money_type,address,phone_number,disclosed_recipient,recipient_staff_name,recipient_staff_title,party_staff_name,party_staff_title,relationship,correction_note,correction_date
10536,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,峰達視聽工程有限公司,42591772,0.00,25000.00,,,,租用設備費用,金錢,桃園市中壢區****,,否,,,,,,,
10537,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,騰瀠飲食店,45469015,0.00,4770.00,,,,餐飲費用,金錢,臺中市西屯區****,,否,,,,,,,
10538,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,九天民俗技藝工作室,45627056,0.00,84000.00,,,,其他與集會有關之費用,金錢,臺中市大雅區****,04-2*****,否,,,,,,,
10539,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,龍師爌肉飯,47615801,0.00,21200.00,,,,餐飲費用,金錢,臺中市南屯區****,,否,,,,,,,
10540,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,鼎峰便當,47903161,0.00,24000.00,,,,餐飲費用,金錢,,,否,,,,,,,
10541,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,佶軒料理店,49924368,0.00,1000.00,,,,餐飲費用,金錢,,,否,,,,,,,
10542,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,鼎弋實業股份有限公司,50819667,0.00,4666.00,,,,差旅膳宿費用,金錢,,,否,,,,,,,
10543,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,遠創智慧股份有限公司,52693448,0.00,135.00,,,,停車費,金錢,,,否,,,,,,,
10544,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,天祥林開發有限公司,53366421,0.00,12480.00,,,,差旅膳宿費用,金錢,,,否,,,,,,,
10545,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,天祥林開發有限公司,53366421,0.00,10440.00,,,,差旅膳宿費用,金錢,,,否,,,,,,,
10546,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,和德昌股份有限公司-烏日新興分公司,54912588,0.00,532.00,,,,餐飲費用,金錢,,,否,,,,,,,
10547,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,田園食品有限公司,56683195,0.00,795.00,,,,餐飲費用,金錢,,,否,,,,,,,
10548,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,台灣中油股份有限公司油品行銷事業部台中營業處大雅中清路加油站,56810262,0.00,950.00,,,,油資,金錢,,,否,,,,,,,
10549,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,中華郵政股份有限公司彰化中央路郵局,58800206,0.00,99.00,,,,郵資,金錢,彰化縣彰化市****,,否,,,,,,,
10550,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,南軒小館,61231003,0.00,2700.00,,,,餐飲費用,金錢,,,否,,,,,,,
10551,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,中華郵政股份有限公司台南東寧路郵局,69699522,0.00,4320.00,,,,郵資,金錢,臺南市東區東****,,否,,,,,,,
10552,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,中華郵政股份有限公司台南東寧路郵局,69699522,0.00,1580.00,,,,匯費,金錢,臺南市東區東****,,否,,,,,,,
10553,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,中華郵政股份有限公司台南東寧路郵局,69699522,0.00,30.00,,,,匯費,金錢,臺南市東區東****,,否,,,,,,,
10554,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,昊延有限公司瑞豐分店,69807753,0.00,2700.00,,,,餐飲費用,金錢,,,否,,,,,,,
10555,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,海味珍鮮餐廳,72382317,0.00,10450.00,,,,餐飲費用,金錢,,,否,,,,,,,
10556,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,君安小吃部,72430541,0.00,1675.00,,,,餐飲費用,金錢,,,否,,,,,,,
10557,賴清德,113年總統、副總統選舉,首次申報,1121201,宣傳支出,丟搞手作坊,72483321,0.00,17000.00,,,,製作競選物品,金錢,臺中市沙鹿區****,,否,,,,,,,
10558,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,食為大港式燒臘,72522014,0.00,1560.00,,,,餐飲費用,金錢,臺中市西屯區****,,否,,,,,,,
10559,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,小飯桌商號,72915340,0.00,2670.00,,,,餐飲費用,金錢,臺北市大安區****,,否,,,,,,,
10560,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,皇爵大飯店,76842185,0.00,1880.00,,,,差旅膳宿費用,金錢,,,否,,,,,,,
10561,賴清德,113年總統、副總統選舉,首次申報,1121201,宣傳支出,六六廣告工程,77195756,0.00,1500.00,,,,宣傳車輸出,金錢,,,否,,,,,,,
10562,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,中華郵政股份有限公司台南虎尾寮郵局,78965520,0.00,44.00,,,,郵資,金錢,,,否,,,,,,,
10563,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,紅龍通運有限公司,80020247,0.00,25200.00,,,,車資,金錢,,,否,,,,,,,
10564,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,泰永加油站實業股份有限公司,80072357,0.00,200.00,,,,油資,金錢,,,否,,,,,,,
10565,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,豐寶遊覽車客運股份有限公司,80223221,0.00,12000.00,,,,車資,金錢,,,否,,,,,,,
10566,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,全家便利商店股份有限公司潭子大茂分公司,80355968,0.00,20.00,,,,報紙,金錢,,,否,,,,,,,
10567,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,長春藤文具書局,81515669,0.00,80.00,,,,電池,金錢,,,否,,,,,,,
10568,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,鳳城小吃店,81705112,0.00,520.00,,,,餐飲費用,金錢,,,否,,,,,,,
10569,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,權曜企業社,81931953,0.00,59800.00,,,,租用設備費用,金錢,屏東市溝美里****,0915*****,否,,,,,,,
10570,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,權曜企業社,81931953,0.00,80100.00,,,,租用設備費用,金錢,屏東市溝美里****,0915*****,否,,,,,,,
10571,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,權曜企業社,81931953,0.00,53300.00,,,,租用設備費用,金錢,屏東市溝美里****,0915*****,否,,,,,,,
10572,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,權曜企業社,81931953,0.00,59900.00,,,,租用設備費用,金錢,屏東市溝美里****,0915*****,否,,,,,,,
10573,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,權曜企業社,81931953,0.00,78700.00,,,,租用設備費用,金錢,屏東市溝美里****,0915*****,否,,,,,,,
10574,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,權曜企業社,81931953,0.00,33500.00,,,,租用設備費用,金錢,屏東市溝美里****,0915*****,否,,,,,,,
10575,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,權曜企業社,81931953,0.00,35200.00,,,,租用設備費用,金錢,屏東市溝美里****,0915*****,否,,,,,,,
10576,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,權曜企業社,81931953,0.00,6000.00,,,,租用設備費用,金錢,屏東市溝美里****,,否,,,,,,,
10577,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,和雲行動服務股份有限公司台中高鐵站,82517855,0.00,3113.00,,,,租金,金錢,臺中市烏日區****,,否,,,,,,,
10578,賴清德,113年總統、副總統選舉,首次申報,1121201,宣傳支出,橙澄有限公司,83177165,0.00,73500.00,,,,其他與選舉宣傳有關之費用,金錢,台北市內湖區****,02-2*****,否,,,,,,,
10579,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,參陸玖育樂有限公司,83492749,0.00,6000.00,,,,餐費,金錢,,,否,,,,,,,
10580,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,應援科技股份有限公司,83763685,0.00,65846.00,,,,手續費,金錢,臺北市內湖區****,02-2*****,否,,,,,,,
10581,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,佳德商業機器有限公司,86338875,0.00,2205.00,,,,影印,金錢,,,否,,,,,,,
10582,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,南清小吃部,87734803,0.00,100.00,,,,餐飲費用,金錢,,,否,,,,,,,
10583,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,忠德企業行,87744936,0.00,184.00,,,,文具用品,金錢,,,否,,,,,,,
10584,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,華信航空股份有限公司馬公營業所,87750937,0.00,2359.00,,,,搭乘交通工具費用,金錢,澎湖縣湖西鄉****,,否,,,,,,,
10585,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,華信航空股份有限公司馬公營業所,87750937,0.00,2359.00,,,,搭乘交通工具費用,金錢,澎湖縣湖西鄉****,,否,,,,,,,
10586,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,華信航空股份有限公司馬公營業所,87750937,0.00,2247.00,,,,搭乘交通工具費用,金錢,澎湖縣湖西鄉****,,否,,,,,,,
10587,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,來喫飯低卡健康餐盒,88217638,0.00,1730.00,,,,餐飲費用,金錢,,,否,,,,,,,
10588,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,正好停股份有限公司臺北車站東區地下停車場,88232309,0.00,30.00,,,,停車費,金錢,,,否,,,,,,,
10589,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,豪蓉易商行,88427304,0.00,1300.00,,,,餐飲費用,金錢,,,否,,,,,,,
10590,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,中華電信股份有限公司苗栗營運處,88813354,0.00,607.00,,,,電信費,金錢,,,否,,,,,,,
10591,賴清德,113年總統、副總統選舉,首次申報,1121201,宣傳支出,鋒燦傳媒股份有限公司,89192945,0.00,3150000.00,,,,媒體宣傳費用,金錢,臺北市信義區****,02-2*****,否,,,,,,,
10592,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,陽明通運有限公司,89531207,0.00,24000.00,,,,車資,金錢,屏東縣恆春鎮****,,否,,,,,,,
10593,賴清德,113年總統、副總統選舉,首次申報,1121201,宣傳支出,海吉有限公司,90701876,0.00,500000.00,,,,其他與選舉宣傳有關之費用,金錢,臺北市大安區****,0935*****,否,,,,,,,
10594,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,屏東汽車客運股份有限公司,90724553,0.00,24000.00,,,,車資,金錢,屏東縣屏東市****,,否,,,,,,,
10595,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,迦南快餐廚房,91855954,0.00,2550.00,,,,便當,金錢,,,否,,,,,,,
10596,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,威氏企業社,92120798,0.00,300.00,,,,餐飲費用,金錢,,,否,,,,,,,
10597,賴清德,113年總統、副總統選舉,首次申報,1121201,集會支出,米家自助餐,92400860,0.00,32000.00,,,,餐飲費用,金錢,屏東縣內埔鄉****,08-7*****,否,,,,,,,
10598,賴清德,113年總統、副總統選舉,首次申報,1121201,宣傳支出,長城打字行,92839980,0.00,2000.00,,,,製作競選物品,金錢,雲林縣斗六市****,,否,,,,,,,
10599,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,小北實業有限公司台南自由分公司,94005788,0.00,20.00,,,,其他費用,金錢,,,否,,,,,,,
10600,賴清德,113年總統、副總統選舉,首次申報,1121201,交通旅運支出,台灣中油股份有限公司油品行銷事業部台北營業處埔墘加油站,95867072,0.00,1954.00,,,,油資,金錢,,,否,,,,,,,
10601,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,建國便當社,99079437,0.00,3600.00,,,,餐飲費用,金錢,臺中市東區新****,,否,,,,,,,
10602,賴清德,113年總統、副總統選舉,首次申報,1121201,雜支支出,大眾食品行,99684589,0.00,3600.00,,,,餐飲費用,金錢,,,否,,,,,,,
10603,賴清德,113年總統、副總統選舉,首次申報,1121201,租用競選辦事處支出,楊宗祐,E12*******,0.00,50000.00,,,,租用競選辦事處費用,金錢,屏東縣萬丹鄉****,0920*****,否,,,,,,,
10604,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,張柏強,K12*******,0.00,3500.00,,,,月夜間薪資,金錢,苗栗縣苑裡鎮****,0912*****,否,,,,,,,
10605,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,王正皓,K12*******,0.00,25000.00,,,,月夜間薪資,金錢,苗栗縣通霄鎮****,0963*****,否,,,,,,,
10606,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,王正皓,K12*******,0.00,9000.00,,,,月假日薪資,金錢,苗栗縣通霄鎮****,0963*****,否,,,,,,,
10607,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,張瑋婷,K22*******,0.00,6000.00,,,,月假日薪資,金錢,苗栗縣通霄鎮****,0910*****,否,,,,,,,
10608,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,張瑋婷,K22*******,0.00,7500.00,,,,月夜間薪資,金錢,苗栗縣通霄鎮****,0910*****,否,,,,,,,
10609,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,鄧心雅,K22*******,0.00,6000.00,,,,月假日薪資,金錢,苗栗縣頭屋鄉****,0978*****,否,,,,,,,
10610,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,鄧心雅,K22*******,0.00,7000.00,,,,月夜間薪資,金錢,苗栗縣頭屋鄉****,0978*****,否,,,,,,,
10611,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,羅尹彤,K22*******,0.00,15000.00,,,,月假日薪資,金錢,苗栗縣頭屋鄉****,0936*****,否,,,,,,,
10612,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,羅尹彤,K22*******,0.00,19000.00,,,,月夜間薪資,金錢,苗栗縣頭屋鄉****,0936*****,否,,,,,,,
10613,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,許琬婷,K22*******,0.00,3500.00,,,,月夜間薪資,金錢,苗栗縣苑裡鎮****,0963*****,否,,,,,,,
10614,賴清德,113年總統、副總統選舉,首次申報,1121201,租用競選辦事處支出,陳錄卿,N10*******,0.00,20000.00,,,,租用競選辦事處費用,金錢,彰化市崙平南****,,否,,,,,,,
10615,賴清德,113年總統、副總統選舉,首次申報,1121201,租用競選辦事處支出,陳漢堯,N10*******,0.00,20000.00,,,,租用競選辦事處費用,金錢,彰化市崙美路****,,否,,,,,,,
10616,賴清德,113年總統、副總統選舉,首次申報,1121201,租用競選辦事處支出,陳錄儀,N10*******,0.00,20000.00,,,,租用競選辦事處費用,金錢,彰化市崙平南****,,否,,,,,,,
10617,賴清德,113年總統、副總統選舉,首次申報,1121201,租用競選辦事處支出,陳奕均,N12*******,0.00,30000.00,,,,租用競選辦事處費用,金錢,彰化市崙平南****,0930*****,否,,,,,,,
10618,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,吳金木,P12*******,0.00,17500.00,,,,薪資,金錢,雲林縣林內鄉****,,否,,,,,,,
10619,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,李啟源,T12*******,0.00,13000.00,,,,工資,金錢,屏東縣水源一****,,否,,,,,,,
10620,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,陳毅弘,T12*******,0.00,17500.00,,,,薪資,金錢,雲林縣斗南鎮****,,否,,,,,,,
10621,賴清德,113年總統、副總統選舉,首次申報,1121201,人事費用支出,郭振能,T12*******,0.00,12350.00,,,,工資,金錢,屏東縣萬丹鄉****,,否,,,,,,,
10622,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,320.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10623,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,320.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10624,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,360.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10625,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,385.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10626,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺北市停車管理工程處,,0.00,40.00,,,,停車費,金錢,,02-2*****,否,,,,,,,
10627,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,260.00,,,,車資,金錢,,02-2*****,否,,,,,,,
10628,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,265.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10629,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,295.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10630,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,185.00,,,,車資,金錢,,02-2*****,否,,,,,,,
10631,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,455.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10632,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,445.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10633,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,435.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10634,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,445.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10635,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,560.00,,,,車資,金錢,,02-2*****,否,,,,,,,
10636,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,100.00,,,,車資,金錢,,02-2*****,否,,,,,,,
10637,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,計程車,,0.00,90.00,,,,搭乘交通工具費用,金錢,,02-2*****,否,,,,,,,
10638,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,火炎山通運股份有限公司,03098800,0.00,5250.00,,,,車資,金錢,苗栗縣新復號****,,否,,,,,,,
10639,賴清德,113年總統、副總統選舉,首次申報,1121202,雜支支出,中華郵政股份有限公司,03741302,0.00,95.00,,,,匯費,金錢,臺北市大安區****,,否,,,,,,,
10640,賴清德,113年總統、副總統選舉,首次申報,1121202,集會支出,恆安通運有限公司,04422087,0.00,78500.00,,,,車資,金錢,澎湖縣馬公市****,06-9*****,否,,,,,,,
10641,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,台灣中油股份有限公司油品行銷事業部台中營業處永和街加油站,06074176,0.00,1000.00,,,,油資,金錢,,,否,,,,,,,
10642,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,台灣鐵路管理局,07524729,0.00,203.00,,,,車資,金錢,臺北市中正區****,,否,,,,,,,
10643,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,台亞石油股份有限公司後龍交流道加油站,09258509,0.00,1000.00,,,,油資,金錢,,,否,,,,,,,
10644,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,台亞石油股份有限公司汐止好市多加油站,09663731,0.00,1110.00,,,,油資,金錢,,,否,,,,,,,
10645,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,台亞石油股份有限公司汐止好市多加油站,09663731,0.00,1468.00,,,,油資,金錢,,,否,,,,,,,
10646,賴清德,113年總統、副總統選舉,首次申報,1121202,雜支支出,啖椒堂,10262869,0.00,1600.00,,,,餐飲費用,金錢,,,否,,,,,,,
10647,賴清德,113年總統、副總統選舉,首次申報,1121202,雜支支出,竹林小吃店,10650122,0.00,2195.00,,,,餐飲費用,金錢,,,否,,,,,,,
10648,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,統一精工股份有限公司中華西站加油站,15722618,0.00,1001.00,,,,油資,金錢,,,否,,,,,,,
10649,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,1045.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10650,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,1080.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10651,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,1080.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10652,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,1080.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10653,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,1080.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10654,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,1085.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10655,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,1120.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10656,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,台灣高速鐵路股份有限公司,16446274,0.00,2125.00,,,,搭乘交通工具費用,金錢,臺北市南港區****,,否,,,,,,,
10657,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,台灣高速鐵路股份有限公司,16446274,0.00,2205.00,,,,搭乘交通工具費用,金錢,臺北市南港區****,,否,,,,,,,
10658,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,1445.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10659,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,台灣高速鐵路股份有限公司,16446274,0.00,1400.00,,,,搭乘交通工具費用,金錢,臺北市南港區****,,否,,,,,,,
10660,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,台灣高速鐵路股份有限公司,16446274,0.00,1445.00,,,,搭乘交通工具費用,金錢,臺北市南港區****,,否,,,,,,,
10661,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10662,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,台灣高速鐵路股份有限公司,16446274,0.00,5340.00,,,,搭乘交通工具費用,金錢,臺北市南港區****,,否,,,,,,,
10663,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,380.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10664,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,400.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10665,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,臺灣高鐵,16446274,0.00,400.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
10666,賴清德,113年總統、副總統選舉,首次申報,1121202,宣傳支出,中華郵政股份有限公司左營菜公郵局,19896750,0.00,37.00,,,,郵寄競選物品,金錢,,,否,,,,,,,
10667,賴清德,113年總統、副總統選舉,首次申報,1121202,宣傳支出,金斧頭服裝行,21340238,0.00,27000.00,,,,製作競選物品,金錢,高雄市三民區****,,否,,,,,,,
10668,賴清德,113年總統、副總統選舉,首次申報,1121202,宣傳支出,金斧頭服裝行,21340238,0.00,39600.00,,,,製作競選物品,金錢,高雄市三民區****,07-2*****,否,,,,,,,
10669,賴清德,113年總統、副總統選舉,首次申報,1121202,雜支支出,台灣味懷念便當,21898234,0.00,600.00,,,,餐飲費用,金錢,,,否,,,,,,,
10670,賴清德,113年總統、副總統選舉,首次申報,1121202,雜支支出,台灣味懷念便當,21898234,0.00,1870.00,,,,餐飲費用,金錢,,,否,,,,,,,
10671,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2296.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
10672,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,立榮航空股份有限公司,22958771,0.00,1703.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
10673,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,立榮航空股份有限公司,22958771,0.00,1718.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
10674,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,立榮航空股份有限公司,22958771,0.00,1788.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
10675,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2092.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
10676,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,立榮航空股份有限公司,22958771,0.00,1685.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
10677,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,立榮航空股份有限公司,22958771,0.00,1639.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
10678,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,立榮航空股份有限公司,22958771,0.00,1275.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
10679,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,日昇小客車租賃股份有限公司,23113786,0.00,2000.00,,,,租車,金錢,,,否,,,,,,,
10680,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,仙吉加油站有限公司,23681598,0.00,470.00,,,,油資,金錢,,,否,,,,,,,
10681,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,華信航空股份有限公司,23988865,0.00,2359.00,,,,搭乘交通工具費用,金錢,臺北市松山區****,,否,,,,,,,
10682,賴清德,113年總統、副總統選舉,首次申報,1121202,雜支支出,正老牌肉羹店,25299695,0.00,1065.00,,,,餐飲費用,金錢,,,否,,,,,,,
10683,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,新北市農會希望廣場,25637886,0.00,240.00,,,,停車費,金錢,,,否,,,,,,,
10684,賴清德,113年總統、副總統選舉,首次申報,1121202,雜支支出,皇美商行,25932304,0.00,1050.00,,,,餐飲費用,金錢,,,否,,,,,,,
10685,賴清德,113年總統、副總統選舉,首次申報,1121202,雜支支出,重德小吃店,26083201,0.00,750.00,,,,餐飲費用,金錢,,,否,,,,,,,
10686,賴清德,113年總統、副總統選舉,首次申報,1121202,雜支支出,統一超商股份有限公司-台北縣第六八九分公司,27259179,0.00,60.00,,,,其他費用,金錢,,,否,,,,,,,
10687,賴清德,113年總統、副總統選舉,首次申報,1121202,交通旅運支出,展翔通運有限公司,28055429,0.00,10000.00,,,,車資,金錢,,,否,,,,,,,
